"File","ScriptName","RequestNumber","Product"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_advsr_nicu_tpn_data\inn_advsr_nicu_tpn_data.prg","inn_advsr_nicu_tpn_data","","Discern MPages"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_advsr_nicu_tpn_demo\inn_advsr_nicu_tpn_demo.prg","inn_advsr_nicu_tpn_demo","N/A","NICU TPN Order Details"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_advsr_nicu_tpn_orders\inn_advsr_nicu_tpn_orders.prg","inn_advsr_nicu_tpn_orders","N/A","NICU TPN Order Details"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_advsr_tpa_perform_sign\inn_advsr_tpa_perform_sign.prg","inn_advsr_tpa_perform_sign","","Discern Advisor"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_mp_get_fram_risk_rslts\inn_mp_get_fram_risk_rslts.prg","inn_mp_get_fram_risk_rslts","N/A","Discern ABU Services"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_mp_get_frisk_demog\inn_mp_get_frisk_demog.prg","inn_mp_get_frisk_demog","","Discern Advisor"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_nicu_get_io_data\inn_advsr_nicu_get_io_data.prg","inn_advsr_nicu_get_io_data","N/A","Discern ABU Development"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_nicu_get_orders\inn_advsr_nicu_get_orders.prg","inn_advsr_nicu_get_orders","N/A","Innovations Development"
"decision_support\decision_support_app\src\main\ccl\advisor - inn_rpt_ic_misc_advsr\inn_rpt_ic_misc_advsr.prg","","",""
"decision_support\decision_support_app\src\main\ccl\advisor - inn_rpt_ic_misc_advsr\inn_rpt_ic_misc_advsr_driver.prg","","",""
"decision_support\decision_support_app\src\main\ccl\advsr_nicu\br_run_dmart_cat_adv_nicu.prg","br_run_dmart_cat_adv_nicu","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_nicu\br_run_dmart_def_adv_nicu.prg","br_run_dmart_def_adv_nicu","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_nicu\br_run_dmart_filter_adv_nicu.prg","br_run_dmart_filter_adv_nicu","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_nicu\br_run_dmart_ftr_cat_adv_nicu.prg","br_run_dmart_ftr_cat_adv_nicu","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_nicu\br_run_dmart_report_adv_nicu.prg","br_run_dmart_report_adv_nicu","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_nicu\br_run_dmart_rpt_ftr_adv_nicu.prg","br_run_dmart_rpt_ftr_adv_nicu","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_nicu\br_run_dmart_text_adv_nicu.prg","br_run_dmart_text_adv_nicu","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_snappe\br_run_dmart_cat_snappe.prg","br_run_dmart_cat_snappe","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_snappe\br_run_dmart_def_snappe.prg","br_run_dmart_def_snappe","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_snappe\br_run_dmart_filter_snappe.prg","br_run_dmart_filter_snappe","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_snappe\br_run_dmart_ftr_cat_snappe.prg","br_run_dmart_ftr_cat_snappe","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_snappe\br_run_dmart_report_snappe.prg","br_run_dmart_report_snappe","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_snappe\br_run_dmart_rpt_ftr_snappe.prg","br_run_dmart_rpt_ftr_snappe","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\advsr_snappe\br_run_dmart_text_snappe.prg","br_run_dmart_text_snappe","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\ap_rule_check_order\ap_rule_check_order.prg","ap_rule_check_order","","AP Standard Rule/CCL"
"decision_support\decision_support_app\src\main\ccl\ap_rule_check_reflex\ap_rule_check_reflex.prg","ap_rule_check_reflex","","AP Standard Rule/CCL"
"decision_support\decision_support_app\src\main\ccl\br datamart - statin\inn_mp_statin_csvs.prg","inn_mp_statin_csvs","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart abcd2 advisor\br_run_dmart_cat_abcd.prg","br_run_dmart_cat_abcd","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart abcd2 advisor\br_run_dmart_def_abcd.prg","br_run_dmart_def_abcd","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart abcd2 advisor\br_run_dmart_filter_abcd.prg","br_run_dmart_filter_abcd","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart abcd2 advisor\br_run_dmart_ftr_cat_abcd.prg","br_run_dmart_ftr_cat_abcd","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart abcd2 advisor\br_run_dmart_report_abcd.prg","br_run_dmart_report_abcd","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart abcd2 advisor\br_run_dmart_rpt_ftr_abcd.prg","br_run_dmart_rpt_ftr_abcd","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart abcd2 advisor\br_run_dmart_text_abcd.prg","br_run_dmart_text_abcd","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart oncology resouce worklist\br_run_dmart_cat_onc.prg","br_run_dmart_cat_onc","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart oncology resouce worklist\br_run_dmart_def_onc.prg","br_run_dmart_def_onc","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart oncology resouce worklist\br_run_dmart_filter_onc.prg","br_run_dmart_filter_onc","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart oncology resouce worklist\br_run_dmart_ftr_cat_onc.prg","br_run_dmart_ftr_cat_onc","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart oncology resouce worklist\br_run_dmart_report_onc.prg","br_run_dmart_report_onc","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart oncology resouce worklist\br_run_dmart_rpt_ftr_onc.prg","br_run_dmart_rpt_ftr_onc","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart oncology resouce worklist\br_run_dmart_text_onc.prg","br_run_dmart_text_onc","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor\br_run_dmart_cat_adv_tpa.prg","br_run_dmart_cat_adv_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor\br_run_dmart_def_adv_tpa.prg","br_run_dmart_def_adv_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor\br_run_dmart_filter_adv_tpa.prg","br_run_dmart_filter_adv_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor\br_run_dmart_ftr_cat_adv_tpa.prg","br_run_dmart_ftr_cat_adv_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor\br_run_dmart_report_adv_tpa.prg","br_run_dmart_report_adv_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor\br_run_dmart_rpt_ftr_adv_tpa.prg","br_run_dmart_rpt_ftr_adv_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor\br_run_dmart_text_adv_tpa.prg","br_run_dmart_text_adv_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor orders\br_run_ado_category_tpa.prg","br_run_ado_category_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor orders\br_run_ado_prop_detail_tpa.prg","br_run_ado_prop_detail_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor orders\br_run_ado_prop_option_tpa.prg","br_run_ado_prop_option_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor orders\br_run_ado_prop_ord_list_tpa.prg","br_run_ado_prop_ord_list_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor orders\br_run_ado_topic_scenario_tpa.prg","br_run_ado_topic_scenario_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\br run dmart tpa advisor orders\br_run_ado_topic_tpa.prg","br_run_ado_topic_tpa","","Bedrock"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_base_layout_tpa\dc_advsr_base_layout_tpa.prg","dc_advsr_base_layout_tpa","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_create_icu\dc_advsr_create_icu_rec.prg","CO_OPS_CREATE_ICU_REC","4173026","Acute Care/ Critical Outcomes"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_create_next_day\dc_advsr_create_next_day_rec.prg","DC_ADVSR_CREATE_NEXT_DAY_REC","4173027","Acute Care/ Critical Outcomes"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_get_apache_ch\dc_advsr_get_apache_ch.prg","dc_advsr_get_apache_ch","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_get_apache_ptinfo\dc_advsr_get_apache_ptinfo.prg","dc_advsr_get_apache_ptinfo","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_get_apache_tiss\dc_advsr_get_apache_tiss.prg","dc_advsr_get_apache_tiss","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_get_ic_admissions\dc_advsr_get_ic_admissions.prg","dc_advsr_get_ic_admissions","","Discern Advisor"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_get_orders\dc_advsr_get_orders.prg","dc_advsr_get_orders","","Discern Rules"
"decision_support\decision_support_app\src\main\ccl\dc advisor - dc_advsr_get_tpa_inst\dc_advsr_get_tpa_inst.prg","dc_advsr_get_tpa_inst","","Discern Advisor"
"decision_support\decision_support_app\src\main\ccl\dc advisor - inn_dc_delete_advsr\inn_dc_delete_advsr.prg","inn_dc_delete_advsr","","Discern Advisor"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_dm_pt_demo\dc_mp_dm_pt_demo.prg","dc_mp_dm_pt_demo","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_ce_ord_2\dc_mp_get_ce_ord_2.prg","dc_mp_get_ce_ord","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_cust_smry_data\dc_mp_get_cust_smry_data.prg","dc_mp_get_cust_smry_data","","Discern Advisor"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_doc_rtf\dc_mp_get_doc_rtf.prg","dc_mp_get_doc_rtf","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_iclist\dc_mp_get_iclist.prg","dc_mp_get_iclist","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_iclist_layout\dc_mp_get_iclist_layout.prg","dc_mp_get_iclist_layout","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_infectdis\dc_mp_get_infectdis.prg","dc_mp_get_infectdis","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_person_thumbnail\dc_mp_get_person_thumbnail.prg","","","Discern Content"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_pt_demo\dc_mp_get_pt_demo.prg","","","Discern Content"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_get_qm\dc_mp_get_qm.prg","dc_mp_get_qm","","Knowledge Infrastructure"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_ic_wrklst_check\dc_mp_ic_wrklst_check.prg","","",""
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_sig_events\dc_mp_sig_events.prg","dc_mp_sig_events","n/a","Discern"
"decision_support\decision_support_app\src\main\ccl\dc mpages - dc_mp_upd_cust_smry_data\dc_mp_upd_cust_smry_data.prg","dc_mp_upd_cust_smry_data","","Discern Advisor"
"decision_support\decision_support_app\src\main\ccl\di_import_readme\di_import_readme.prg","","",""
"decision_support\decision_support_transaction\src\main\ccl\bed_get_refrange_rules\bed_get_refrange_rules.prg","bed_get_refrange_rules.prg","4420077","Bedrock"
"decision_support\eks\alerts\alerts_app\src\main\ccl\di_dialogueprefetch\di_dialogprefetch.prg","","",""
"decision_support\eks\alerts\alerts_app\src\main\ccl\di_dialogueprefetch\di_event_log_ref_data.prg","di_event_log_ref_data","3072005","Expert Knowledge System"
"decision_support\eks\alerts\alerts_app\src\main\ccl\di_dialogueprefetch\di_export_rev.prg","","",""
"decision_support\eks\alerts\alerts_app\src\main\ccl\di_dialogueprefetch\di_import_rev_check.prg","DI_IMPORT_REV_CHECK","none","Discern Insights"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discerndialogue\eks_dialogprefetch.prg","","",""
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discerndialogue\eks_get_alert_events.prg","EKS_GET_ALERT_EVENTS","3072007","Discern"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_get_forwarddestinations.prg","eks_get_forwarddestinations","","Discern Expert"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_get_notify_app_prefs.prg","eks_get_notify_app_prefs","3036001","Discern"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_get_notify_messages.prg","eks_get_notify_messages","","Discern Expert"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_get_notify_prefs.prg","eks_get_notify_prefs","n/a","Discern"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_get_userlocations.prg","eks_get_userlocations","","Discern Expert"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_notify_message.prg","EKS_NOTIFY_MESSAGE","n/a","Discern Expert"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_notify_query.prg","eks_notify_query","","Discern Expert"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_send_notify.prg","EKS_SEND_NOTIFY","n/a","Discern Expert"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_upd_notify_app_prefs.prg","eks_upd_notify_app_prefs","3036101","Discern"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_upd_notify_prefs.prg","eks_upd_notify_prefs","n/a","Discern"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\discernnotify\eks_upd_notify_sec.prg","EKS_UPD_NOTIFY_SEC","---","DISCERN"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\di_event_tracking\eks_dlg_add_log_event.prg","eks_dlg_add_log_event","3072005","Expert Knowledge System"
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\di_event_tracking\eks_get_alert_history.prg","eks_get_alert_history","3072008",""
"decision_support\eks\alerts\alerts_transaction\src\main\ccl\di_event_tracking\eks_get_alert_history_text.prg","eks_get_alert_history_text","3072009",""
"decision_support\eks\pca\pca_app\src\main\ccl\pca encounter outcomes\pca_del_encntr_topic_reltn.prg","pca_del_encntr_topic_reltn","","PowerChart Analytics"
"decision_support\eks\pca\pca_app\src\main\ccl\pca encounter outcomes\pca_upd_encntr_measure_outcome.prg","pca_upd_encntr_measure_outcome","","PowerChart Analytics"
"decision_support\eks\pca\pca_app\src\main\ccl\pca encounter outcomes\pca_upd_encntr_topic_reltn.prg","pca_upd_encntr_topic_reltn","","PowerChart Analytics"
"decision_support\eks\pca\pca_app\src\main\ccl\pca_refhelp\pca_refhelp.prg","pca_refhelp","n/a","Discern Expert"
"decision_support\eks\pca\pca_app\src\main\ccl\pca_t_outcome_measure\pca_t_outcome_measure.prg","pca_t_outcome_measure","n/a","Discern Expert"
"decision_support\eks\pca\pca_app\src\main\ccl\pca_t_outcome_topic\pca_t_outcome_topic.prg","pca_t_outcome_topic","n/a","Discern Expert"
"decision_support\eks\pca\pca_app\src\main\ccl\pca_t_person_outcome_measure\pca_t_person_outcome_measure.prg","pca_t_person_outcome_measure","n/a","Discern Expert"
"decision_support\eks\pca\pca_app\src\main\ccl\pca_t_person_outcome_topic\pca_t_person_outcome_topic.prg","pca_t_person_outcome_topic","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_alpha_reason\eks_p_alpha_reason.prg","eks_p_alpha_reason","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_app\eks_p_app.prg","eks_p_app","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_chartaccessorg\eks_p_chartaccessorg.prg","eks_p_chartaccessorg","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_checkprg\eks_p_checkprg.prg","eks_p_checkprg","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_codeset_cki_refhelp\eks_p_codeset_cki_refhelp.prg","eks_p_codeset_cki_refhelp","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_collprocedure\eks_p_collprocedure.prg","eks_p_collProcedure","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_current_info\eks_p_current_info.prg","eks_p_current_info","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_encdetail\eks_p_encdetail.prg","eks_p_encDetail","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_event_name\eks_p_event_name.prg","eks_p_event_name","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_event_set_name\eks_p_event_set_name.prg","eks_p_event_set_name","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_findfile\eks_p_findfile.prg","eks_p_findfile","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_getcodedispkey\eks_p_getcodedispkey.prg","eks_p_GetCodeDispKey","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_inboxrecp\eks_p_inboxrecp.prg","eks_p_inBoxRecp","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_messenger_recp\eks_p_messenger_recp.prg","eks_p_messenger_recp","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_modulename\eks_p_modulename.prg","eks_p_modulename","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_nomen_recon\eks_p_nomen_recon.prg","eks_p_nomen_recon","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_notifyloc\eks_p_notifyloc.prg","eks_p_NotifyLoc","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_orddoc\eks_p_orddoc.prg","eks_p_orddoc","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_orders_ordersets\eks_p_orders_ordersets.prg","eks_p_orders_ordersets","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_orders_sentence\eks_p_orders_sentence.prg","eks_p_orders_sentence","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_ordprocedure\eks_p_ordprocedure.prg","eks_p_OrdProcedure","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_organization\eks_p_organization.prg","eks_p_organization","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_parse_list\eks_p_parse_list.prg","eks_p_parse_list","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_powerform\eks_p_powerform.prg","eks_p_powerform","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_powerplan\eks_p_powerplan.prg","eks_p_powerplan","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_problemdetail\eks_p_problemdetail.prg","eks_p_problemDetail","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_ptdemodetail\eks_p_ptdemodetail.prg","eks_p_ptDemoDetail","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_ptdetail\eks_p_ptdetail.prg","eks_p_ptDetail","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_qualifier\eks_p_qualifier.prg","eks_p_qualifier","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_serviceresource\eks_p_serviceresource.prg","eks_p_ServiceResource","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_taskassay\eks_p_taskassay.prg","eks_p_TaskAssay","n/a","Discern Expert"
"decision_support\eks\reconcile\reconcile_app\src\main\ccl\eks_p_task_desc\eks_p_task_desc.prg","eks_p_task_desc","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\dm purge - eks\dm_ccl_report_audit_rows.prg","dm_ccl_report_audit_rows","","Discern"
"decision_support\eks\system\system_app\src\main\ccl\dm purge - eks\dm_eks_alert_esc_hist_rows.prg","dm_eks_alert_esc_hist_rows","","Discern"
"decision_support\eks\system\system_app\src\main\ccl\dm purge - eks\dm_eks_dlg_event_rows.prg","dm_eks_dlg_event_rows","","Discern"
"decision_support\eks\system\system_app\src\main\ccl\dm purge - eks\dm_eks_module_audit_rows.prg","dm_eks_module_audit_rows","","Discern"
"decision_support\eks\system\system_app\src\main\ccl\dm purge - eks\dm_eks_notification_rows.prg","dm_eks_notification_rows","","Discern"
"decision_support\eks\system\system_app\src\main\ccl\dm_eks_dlg_event_major_rows\dm_eks_dlg_event_major_rows.prg","dm_eks_dlg_event_major_rows","","Purge"
"decision_support\eks\system\system_app\src\main\ccl\dm_eks_dlg_event_minor_rows\dm_eks_dlg_event_minor_rows.prg","dm_eks_dlg_event_minor_rows","","Purge"
"decision_support\eks\system\system_app\src\main\ccl\dm_eks_dlg_event_mod_rows\dm_eks_dlg_event_mod_rows.prg","dm_eks_dlg_event_mod_rows","","Purge"
"decision_support\eks\system\system_app\src\main\ccl\eks_action_template_count\eks_action_template_count.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_add_medchartactivate\eks_add_medchartactivate.prg","EKS_ADD_MEDCHARTACTIVATE","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\dm_prcmb_eks_module_audit.prg","dm_prcmb_eks_module_audit","","CORE V500 - combine"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_add_module_audit.prg","eks_module_audit","N/A","Expert Knowledge Module"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_age_checker.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_archive_audit_tables.prg","eks_archive_audit_tables","n/a","Discern"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_archive_audit_tables_ex.prg","eks_archive_audit_tables_ex","n/a","Discern"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_chk_event_orderable.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_dlg_audit.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_dlg_audit_ops.prg","eks_dlg_audit_ops","n/a","Discern"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_drugclass_drug_xref.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_drugcompcat_xref.prg","eks_drugCompCat_xref","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_get_eksmltmcomdrug.prg","eks_get_EKSMltmComDrug","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_help.prg","EKS_HELP","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_ordercatsyn_xref.prg","eks_orderCatSyn_xref","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_perf_audit.prg","eks_perf_audit","n/a","Discern"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_purge_audit_tables.prg","eks_purge_audit_tables","N/A","Expert System Utility"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_system_audit.prg","EKS_SYSTEM_AUDIT","none","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_audit\eks_upd_module_audit.prg","eks_upd_audit","N/A","Expert Knowledge Module"
"decision_support\eks\system\system_app\src\main\ccl\eks_call_asynch_event\eks_call_asynch_event.prg","EKS_CALL_ASYNCH_EVENT","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_call_synch_event\eks_call_synch_event.prg","EKS_CALL_SYNCH_EVENT","n/a","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_cds_hooks_refhelp\eks_cds_hooks_refhelp.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_chartaccessorg_refhelp\eks_chartaccessorg_refhelp.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_expertaudit_get_props\eks_expertaudit_fin_mrn.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_expertaudit_get_props\eks_expertaudit_get_props.prg","eks_expertaudit_get_props","N/A","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_expertaudit_get_props\eks_test_expertaudit_props.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_expertaudit_startup\eks_expertaudit_startup.prg","eks_expertaudit_startup","N/A","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_flex_pp_reply\eks_flex_pp_reply.prg","eks_flex_pp_reply","3091005","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_freq_sched_declares\eks_freq_sched_declares.prg","eks_freq_sched_declares","N/A","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_get_dlg_events\eks_get_dlg_event.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_get_json_mod_audit\eks_get_json_mod_audit.prg","eks_get_json_mod_audit","N/A","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_get_mod_detail\eks_get_mod_detail.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_get_mod_perf_audit\eks_get_mod_perf_audit.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_get_rel_nomen\eks_get_rel_nomen.prg","eks_get_rel_nomen","","Discern Expert"
"decision_support\eks\system\system_app\src\main\ccl\eks_get_sys_perf_audit\eks_get_sys_perf_audit.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_get_win32_components\eks_get_win32_components.prg","eks_get_win32_components","xxxxxx","Discern MPages"
"decision_support\eks\system\system_app\src\main\ccl\eks_get_win32_powerform_data\eks_get_win32_powerform_data.prg","eks_get_win32_PowerForm_data","xxxxxx","Discern MPages"
"decision_support\eks\system\system_app\src\main\ccl\eks_module_search\eks_module_search.prg","","",""
"decision_support\eks\system\system_app\src\main\ccl\eks_ref_help_examples\eks_ref_help_examples.prg","","",""
