TABLE_NAME                               TABLESPACE_NAME                        
DM_TEXT_FIND_SERVER                      D_A_M008                               
DM_TEXT_FIND_STRUCT                      D_R_M009                               
DM_TEXT_FIND_STRUCT_CMNT                 D_R_M009                               
DM_TEXT_FIND_SUMMARY                     D_A_M008                               
DM_TRANSACTIONS                          D_R_M002                               
DM_TRANSACTION_ACTIVITY                  D_A_M002                               
DM_TRANSACTION_DATA                      D_A_M002                               
DM_TRANSACTION_KEY                       D_A_M002                               
DM_TXN_TRACKING                          D_R_M002                               
DM_TXN_TRACKING_STG                      D_DM_TXN_TRACK4                        
                                         923                                    
                                                                                
DM_USER_CONSTRAINTS                      D_A_M002                               
DM_USER_CONS_COLUMNS                     D_A_M002                               
DM_USER_IND_COLUMNS                      D_A_M002                               
DM_USER_TAB_COLS                         D_A_M002                               
DM_VDATA_EXCLUDE_DTL                     D_A_M002                               
DM_VDATA_MASTER                          D_A_M002                               
DM_VDATA_MISMATCH                        D_A_M002                               
DM_XNTR_DETAIL                           D_A_SMALL                              
DM_XNTR_EXTRACT                          D_A_SMALL                              
DM_XNTR_EXTRACT_CNT                      D_A_SMALL                              
DM_XNTR_EXTRACT_ROW_DATA                 D_A_SMALL                              
DM_XNTR_JOB                              D_A_SMALL                              
DM_XNTR_README_DATA                      D_R_SMALL                              
DM_XNTR_README_TABLE                     D_R_SMALL                              
DM_XNT_IDS_GTTD                                                                 
DM_XNT_JOB_LOG                           D_A_M006                               
DM_XNT_JOB_LOG_CNT                       D_A_M006                               
DM_XNT_JOB_LOG_DTL                       D_A_M006                               
DM_XNT_ROW_GTTD                                                                 
DM_XNT_XML_GTTD                                                                 
DOCUMENT_QUALITY_RC185DRR                D_A_M008                               
DOCUMENT_QUALITY_REVIEW                  D_A_M008                               
DOC_SET_ELEMENT_REF                      D_R_M002                               
DOC_SET_REF                              D_R_M002                               
DOC_SET_SECTION_REF                      D_R_M002                               
DOC_SET_SECTION_REF_R                    D_R_M002                               
DOC_SET_SECTION_RELTN                    D_R_M002                               
DOC_TRANSCRIPTION_0825DRR                D_A_M002                               
DOC_TRANSCRIPTION_QUEUE                  D_A_M002                               
DONOR_SEARCH_LOCI_DEFAULT                D_R_M002                               
DOSE_CALCULATOR_UOM                      D_R_M002                               
DOSE_RANGE_CHECK                         D_R_M002                               
DOSE_RANGE_CHECK_VER                     D_R_M002                               
DOSING_WEIGHT                            D_A_M002                               
DOSING_WEIGHT8524DRR                     D_A_M002                               
DOSITEM_HISTOA406DRR                     D_A_M007                               
DOSSIER_MODIFIEA407DRR                   D_A_M007                               
DO_CODE_SYSTEM                           D_R_M009                               
DO_CODE_SYSTEM_URI                       D_R_M009                               
DO_CONCEPT                               D_R_M009                               
DO_CONCEPT_ALIAS                         D_R_M009                               
DO_CONCEPT_CODE                          D_R_M009                               
DO_CONCEPT_EXPLODE                       D_R_M010                               
DO_CONTEXT                               D_R_M009                               
DO_CONTEXT_VERSION                       D_R_M009                               
DO_MAPPING                               D_R_M010                               
DO_MAPPING_CODE_VALUE                    D_R_M009                               
DO_MAPPING_NOMENCLATURE                  D_R_M009                               
DO_MAP_SET                               D_R_M010                               
DO_MAP_SET_MAPPING                       D_R_M010                               
DO_RELATIONSHIP_TYPE                     D_R_M010                               
DO_SCOPE                                 D_R_M010                               
DO_SCOPE_ALIAS                           D_R_M010                               
DO_SCOPE_MAP_SET                         D_R_SMALL                              
DO_SCOPE_NAMESPACE_ALIAS                 D_R_M010                               
DO_SCOPE_VALUE_SET_ALIAS                 D_R_M010                               
DO_VALUE_SET                             D_R_M010                               
DO_VALUE_SET_CODE                        D_R_M010                               
DO_VALUE_SET_NAMESPACE                   D_R_M010                               
DPECA411DRR                              D_A_M007                               
DP_INFOA409DRR                           D_A_M007                               
DQR_DOCUMENT_ACTIO4226DRR                D_A_MEDIUM                             
DQR_DOCUMENT_ACTION                      D_A_MEDIUM                             
DQR_DOCUMENT_IDENT4251DRR                D_A_M008                               
DQR_DOCUMENT_IDENTIFIER                  D_A_M008                               
DRC_DOSE_RANGE                           D_R_M002                               
DRC_DOSE_RANGE_VER                       D_R_M002                               
DRC_FACILITY_R                           D_R_M002                               
DRC_FACILITY_R_VER                       D_R_M002                               
DRC_FORM_RELTN                           D_R_M002                               
DRC_FORM_RELTN_VER                       D_R_M002                               
DRC_GROUP_RELTN                          D_R_M002                               
DRC_GROUP_RELTN_VER                      D_R_M002                               
DRC_PREMISE                              D_R_M002                               
DRC_PREMISE_LIST                         D_R_M002                               
DRC_PREMISE_LIST_VER                     D_R_M002                               
DRC_PREMISE_VER                          D_R_M002                               
DRC_ROUTE_GROUP                          D_R_M010                               
DRC_ROUTE_GROUP_VER                      D_R_M010                               
DRC_UNIT                                 D_R_M002                               
DRC_UNIT_EXPRSN                          D_R_M002                               
DRC_UNIT_EXPRSN_RELTN                    D_R_M002                               
DRG                                      D_A_M002                               
DRG1106DRR                               D_A_M002                               
DRG_ENCNTR_EXTENSI5857DRR                D_A_M002                               
DRG_ENCNTR_EXTENSION                     D_A_M002                               
DRG_EXTENSION                            D_R_M002                               
DRG_SPECIALTY                            D_A_M006                               
DRG_SPECIALTY3027DRR                     D_A_M006                               
DRR_CORE_PLSQL_LOG                       D_A_M009                               
DRR_CUSTOM_PLSQL                         D_R_M010                               
DRR_DELETE_LOG                           D_A_M009                               
DRR_PLAN                                 D_R_M010                               
DRR_PROCESS_PLAN                         D_A_M009                               
DRR_PROCESS_PLAN_HIST                    D_A_M009                               
DRR_PROCESS_QUEUE                        D_A_M009                               
DRR_PROCESS_QUEUE_HIST                   D_A_M009                               
DRR_RESTRICT_LOG                         D_A_M009                               
DRR_TABLE_STMT                           D_R_M010                               
DRR_TABLE_STMT_STG                       D_R_M010                               
DRR_UNRESTRICT_LOG                       D_A_M009                               
DRUG_CLASS_INT_CSTM_ENTITY_R             D_R_M007                               
DRUG_CLASS_INT_CUSTOM                    D_R_M007                               
DSCPLN_EVENT_R                           D_R_M002                               
DSI_FEEDBACK                             D_A_M011                               
DSI_FEEDBACK7123DRR                      D_A_M011                               
DSM_ASSESSMENT                           D_A_M002                               
DSM_ASSESSMENT5475DRR                    D_A_M002                               
DSM_COMPONENT                            D_A_M002                               
DSM_COMPONENT5476DRR                     D_A_M002                               
DS_TAG                                   D_A_M009                               
DS_TAG_ENTITY_RELTN                      D_A_M009                               
DS_TAG_TYPE                              D_A_M009                               
DTA_OFFSET_MIN                           D_R_M002                               
DTA_VERSION                              D_R_M002                               
DTS_RECIPIENT                            D_A_M006                               
DTS_TRANS_QUEUE                          D_A_M002                               
DTS_TRANS_QUEUE6498DRR                   D_A_M002                               
DTS_TRANS_STATS                          D_A_M002                               
DTS_TRANS_STATS3807DRR                   D_A_M002                               
DUP_CHECKING                             D_R_M002                               
DW_FACTUREC309DRR                        D_A_M007                               
DW_SEJOURC312DRR                         D_A_M007                               
DYNAMIC_LABEL_TEMPLATE                   D_R_M002                               
EA_APPLICATION_TYPE                      D_R_M002                               
EA_ATTRIBUTE                             D_R_M007                               
EA_CONFIG                                D_R_M007                               
EA_DIGITAL_CERT                          D_R_M009                               
EA_DIGITAL_CERT_KEYS                     D_R_M009                               
EA_DIGITAL_KEYSTORE                      D_A_M010                               
EA_PASSWORD_HISTORY                      D_A_M006                               
EA_PROCESSING_RECORD                     D_A_M011                               
EA_SERVICE_KEY                           D_R_M007                               
EA_STATUS                                D_R_M002                               
EA_TRANSACTION_HIST                      D_A_M002                               
EA_TRANSACTION_MAIN                      D_A_M002                               
EA_TRANSACTION_TYPE                      D_R_M002                               
EA_USER                                  D_R_M007                               
EA_USER_ATTRIBUTE_RELTN                  D_R_M007                               
ECO_ACTION_QUEUE                         D_A_M002                               
ECO_ACTION_QUEUE6624DRR                  D_A_M002                               
ECO_FLEX_SCHEDULE                        D_R_M002                               
ECO_JOB_TRACKING                         D_A_M008                               
ECO_QUEUE                                D_A_M002                               
ECO_QUEUE6711DRR                         D_A_M002                               
ECO_TEMPLATE_TRACKC532DRR                D_A_M008                               
ECO_TEMPLATE_TRACKING                    D_A_M008                               
EC_MEASUREMENT                           D_R_M007                               
EC_PROFILER_EVENT                        D_A_M006                               
EC_PROFILER_RESULT                       D_A_M006                               
EC_PROFILER_RESULT_DETAIL                D_A_M006                               
EDA_INTERNAL_DEV                                                                
EDA_ORDERED_DEF                                                                 
EDA_UNORDERED_DEF                                                               
EEM_ABN_ACTION                           D_A_M002                               
EEM_ABN_ACTION6687DRR                    D_A_M002                               
EEM_ABN_CHECK                            D_A_M002                               
EEM_ABN_CHECK6682DRR                     D_A_M002                               
EEM_ABN_DATA                             D_R_M002                               
EEM_ABN_DIAG                             D_A_M002                               
EEM_ABN_DIAG6684DRR                      D_A_M002                               
EEM_ABN_FORM                             D_A_M002                               
EEM_ABN_FORM6688DRR                      D_A_M002                               
EEM_ABN_INDEX                            D_A_M002                               
EEM_ABN_INDEX6685DRR                     D_A_M002                               
EEM_ABN_LINK                             D_A_M009                               
EEM_ABN_LINKD041DRR                      D_A_M009                               
EEM_ABN_LOW                              D_A_M002                               
EEM_ABN_LOW6686DRR                       D_A_M002                               
EEM_ABN_MOD                              D_A_M002                               
EEM_ABN_MOD6683DRR                       D_A_M002                               
EEM_ABN_RULE                             D_R_M002                               
EEM_ACTION                               D_A_M002                               
EEM_ACTION6690DRR                        D_A_M002                               
EEM_ADDRESS_DETAIL                       D_A_M002                               
EEM_ADDRESS_DETAIL7521DRR                D_A_M002                               
EEM_AUTH_DETAIL                          D_A_M002                               
EEM_AUTH_DETAIL8296DRR                   D_A_M002                               
EEM_BATCH                                D_A_M002                               
EEM_BATCH_JOB                            D_A_M002                               
EEM_BATCH_JOB8821DRR                     D_A_M002                               
EEM_BENEFIT                              D_R_M002                               
EEM_BENEFIT_ALLOC                        D_A_M002                               
EEM_BENEFIT_ALLOC8552DRR                 D_A_M002                               
EEM_BENEFIT_PLAN                         D_R_M002                               
EEM_BENEFIT_PROTO                        D_A_M002                               
EEM_BENEFIT_QUAL                         D_R_M002                               
EEM_BENEFIT_RELTN                        D_R_M002                               
EEM_COMMENT                              D_A_M002                               
EEM_COMMENT6689DRR                       D_A_M002                               
EEM_COVERAGE_DETAI7520DRR                D_A_M002                               
EEM_COVERAGE_DETAIL                      D_A_M002                               
EEM_DEMOG_DETAIL                         D_A_M002                               
EEM_DEMOG_DETAIL7519DRR                  D_A_M002                               
EEM_ELIG_DETAIL                          D_A_M002                               
EEM_ELIG_DETAIL6454DRR                   D_A_M002                               
EEM_ELIG_SVC_DETAI1720DRR                D_A_M002                               
EEM_ELIG_SVC_DETAIL                      D_A_M002                               
EEM_ENTITY_NTWK_RELTN                    D_R_M002                               
EEM_ENTITY_PROV_TAX_RELTN                D_R_M002                               
EEM_FILE                                 D_R_M002                               
EEM_FILE_ACTION                          D_R_M002                               
EEM_FILE_CHECK                           D_R_M002                               
EEM_FILE_RELTN                           D_R_M002                               
EEM_IMPORT_DATA                          D_R_M002                               
EEM_IMPORT_ERROR                         D_R_M002                               
EEM_JOB                                  D_A_M002                               
EEM_JOB8800DRR                           D_A_M002                               
EEM_LOG                                  D_A_M002                               
EEM_LOG6158DRR                           D_A_M002                               
EEM_LOG_BLOB                             D_A_M002                               
EEM_LOG_BLOB6453DRR                      D_A_M002                               
EEM_MOH_DETAIL                           D_A_M002                               
EEM_MOH_DETAIL7066DRR                    D_A_M002                               
EEM_NETWORK                              D_R_M002                               
EEM_NEWBORN_DETAIL                       D_A_M002                               
EEM_NEWBORN_DETAIL7518DRR                D_A_M002                               
EEM_NOTIFICATION_D2944DRR                D_A_M006                               
EEM_NOTIFICATION_DETAIL                  D_A_M006                               
EEM_NTWK_PRSNL_RELTN                     D_R_M002                               
EEM_PROFILE                              D_R_M002                               
EEM_PROFILE_INPUT                        D_R_M002                               
EEM_PROFILE_LOCATION                     D_R_M009                               
EEM_PROFILE_OUTPUT                       D_R_M002                               
EEM_PROFILE_POPULATE                     D_R_M002                               
EEM_PROFILE_PRSNL                        D_R_M002                               
EEM_PROFILE_REPORT                       D_A_M002                               
EEM_PROFILE_SCENARIO                     D_R_M002                               
EEM_PROV_TAX_RELTN                       D_R_M002                               
EEM_PRSNL_LOC_RELTN                      D_R_M002                               
EEM_REVIEW_RELTN                         D_A_M002                               
EEM_RX_ELIG_DETAIL                       D_A_M002                               
EEM_RX_ELIG_DETAIL1721DRR                D_A_M002                               
EEM_RX_MED_HIST_DE1980DRR                D_A_M002                               
EEM_RX_MED_HIST_DETAIL                   D_A_M002                               
EEM_SERVICE_LIST                         D_R_M002                               
EEM_SERVICE_TYPE                         D_R_M002                               
EEM_SIMPLE_ASSOC                         D_R_M002                               
EEM_TRANSACTION                          D_A_M002                               
EEM_TRANSACTION6162DRR                   D_A_M002                               
EEM_TRANS_DATA_ERR1858DRR                D_A_M002                               
EEM_TRANS_DATA_ERROR                     D_A_M002                               
EEM_TRANS_LOCK                           D_A_M002                               
EEM_TRANS_LOCK0444DRR                    D_A_M002                               
EEM_TRANS_PARAM                          D_A_M002                               
EEM_TRANS_PARAM8812DRR                   D_A_M002                               
EEM_TRANS_RELTN                          D_A_M002                               
EEM_TRANS_RELTN7071DRR                   D_A_M002                               
EEM_UBRN_DETAIL                          D_A_M002                               
EHI_ACT_TABLE_GTTD                                                              
EHI_COL_EXCEPTION                        D_A_M011                               
EHI_PLAN                                 D_A_M011                               
EHI_QUEUE                                D_A_M011                               
EHI_QUEUE_PERSON_RELTN                   D_A_M011                               
EHI_REF_DATA_CACHE                       D_A_M011                               
EHI_TABLE_STMT_GTTP                                                             
EI_ELIGIBLE_SERVIC5435DRR                D_A_M009                               
EI_ELIGIBLE_SERVICE                      D_A_M009                               
EI_INTERMEDHX_TRAN5461DRR                D_A_M009                               
EI_INTERMEDHX_TRANSACTION                D_A_M009                               
EKS_ADVSR_EVENT                          D_A_SMALL                              
EKS_ADVSR_EVENT3089DRR                   D_A_M006                               
EKS_ADVSR_EVENT_DETAIL                   D_A_M008                               
EKS_ALERT_ESCALATI7894DRR                D_A_M002                               
EKS_ALERT_ESCALATION                     D_A_M002                               
EKS_ALERT_ESC_HIST                       D_A_M002                               
EKS_ALERT_ESC_HIST7895DRR                D_A_M002                               
EKS_ALERT_RECIPIEN7896DRR                D_A_M002                               
EKS_ALERT_RECIPIENT                      D_A_M002                               
EKS_DLG                                  D_R_M002                               
EKS_DLG_ACTION                           D_R_M002                               
EKS_DLG_ANSWER                           D_R_M002                               
EKS_DLG_EVENT                            D_A_M002                               
EKS_DLG_EVENT3385DRR                     D_A_M002                               
EKS_DLG_EVENT_ATTR                       D_A_M002                               
EKS_DLG_EVENT_ATTR3386DRR                D_A_M002                               
EKS_DLG_EVT_ACTION_R                     D_A_M002                               
EKS_DLG_EVT_ANSWER_R                     D_A_M002                               
EKS_EVENT                                D_R_M002                               
EKS_EVENT_TEMPLATE_R                     D_R_M002                               
EKS_MICRO                                D_A_M002                               
EKS_MICRO_MED_R                          D_A_M002                               
EKS_MODULE                               D_R_M002                               
EKS_MODULESTORAGE                        D_R_M002                               
EKS_MODULE_AUDIT                         D_A_M002                               
EKS_MODULE_AUDIT_D2142DRR                D_A_M002                               
EKS_MODULE_AUDIT_DET                     D_A_M002                               
EKS_MODULE_AUDIT_TEMP                    D_R_M002                               
EKS_NOTIFICATIONS                        D_A_M002                               
EKS_NOTIFICATION_BLOB_R                  D_A_M002                               
EKS_NOTIFY_DEST                          D_A_M002                               
EKS_NOTIFY_LOC_R                         D_A_M002                               
EKS_NOTIFY_PERSN_R                       D_A_M002                               
EKS_REQUEST                              D_R_M002                               
EKS_SERVER                               D_R_M002                               
EKS_TEMPLATE                             D_R_M002                               
EKS_TEMPLATEPARAM                        D_R_M002                               
EKS_TEMPLATE_DOC                         D_R_M002                               
ELIG_QUEST_LIBRARY                       D_R_M002                               
EMAIL_INFO                               D_A_M008                               
EMPI_CACHE_UPDATE_3906DRR                D_A_M008                               
EMPI_CACHE_UPDATE_QUEUE                  D_A_M008                               
EMPI_IMPORT_MATCH                        D_A_M009                               
EMPI_IMPORT_MATCH5623DRR                 D_A_M009                               
EMPI_NAME_THESAURUS                      D_R_M002                               
EMPI_PROCESS_LOG                         D_A_M002                               
EMPI_PROCESS_LOG7627DRR                  D_A_M002                               
ENCNTR_ACCIDENT                          D_A_M002                               
ENCNTR_ACCIDENT0748DRR                   D_A_M002                               
ENCNTR_ACP_HIST                          D_A_M002                               
ENCNTR_ACP_HIST7905DRR                   D_A_M002                               
ENCNTR_ALIAS                             D_A_M002                               
ENCNTR_ALIAS0071DRR                      D_A_M002                               
ENCNTR_ALIAS_HIST                        D_A_M002                               
ENCNTR_ALIAS_HIST7722DRR                 D_A_M002                               
ENCNTR_AMBULANCE                         D_A_M009                               
ENCNTR_AMBULANCE5719DRR                  D_A_M009                               
ENCNTR_AMBULANCE_H5928DRR                D_A_M009                               
ENCNTR_AMBULANCE_HIST                    D_A_M009                               
ENCNTR_APPEAL                            D_A_M008                               
ENCNTR_APPEALB602DRR                     D_A_M008                               
ENCNTR_AUGM_CARE_P7565DRR                D_A_M002                               
ENCNTR_AUGM_CARE_PERIOD                  D_A_M002                               
ENCNTR_AVOIDABLE_DAYS                    D_A_M008                               
ENCNTR_AVOIDABLE_DB586DRR                D_A_M008                               
ENCNTR_BENEFIT_R                         D_A_M002                               
ENCNTR_BENEFIT_R7498DRR                  D_A_M002                               
ENCNTR_BENEFIT_SCH7499DRR                D_A_M002                               
ENCNTR_BENEFIT_SCH_R                     D_A_M002                               
ENCNTR_CARE_MGMT                         D_A_M008                               
ENCNTR_CARE_MGMT3755DRR                  D_A_M008                               
ENCNTR_CARE_MGMT_CB582DRR                D_A_M008                               
ENCNTR_CARE_MGMT_CB583DRR                D_A_M008                               
ENCNTR_CARE_MGMT_COMM                    D_A_M008                               
ENCNTR_CARE_MGMT_COMM_RLTN               D_A_M008                               
ENCNTR_CATCHMENT_R4712DRR                D_A_M009                               
ENCNTR_CATCHMENT_R4713DRR                D_A_M009                               
ENCNTR_CATCHMENT_RELTN                   D_A_M009                               
ENCNTR_CATCHMENT_R_HIST                  D_A_M009                               
ENCNTR_CLASSIFICAT0004DRR                D_A_M010                               
ENCNTR_CLASSIFICATION                    D_A_M010                               
ENCNTR_CLASSIFICTN0060DRR                D_A_M010                               
ENCNTR_CLASSIFICTN_HIST                  D_A_M010                               
ENCNTR_CLASS_GROUP                       D_R_M002                               
ENCNTR_CLIN_REVIEW                       D_A_M006                               
ENCNTR_CLIN_REVIEWB551DRR                D_A_M006                               
ENCNTR_CLIN_REVIEWB552DRR                D_A_M006                               
ENCNTR_CLIN_REVIEWB553DRR                D_A_M006                               
ENCNTR_CLIN_REVIEW_ADDNDM                D_A_M006                               
ENCNTR_CLIN_REVIEW_RESULT                D_A_M006                               
ENCNTR_CLIN_SEC_REB554DRR                D_A_M006                               
ENCNTR_CLIN_SEC_REVIEW                   D_A_M006                               
ENCNTR_CMNTY_CASE                        D_A_M009                               
ENCNTR_CMNTY_CASE4611DRR                 D_A_M009                               
ENCNTR_CMNTY_CASE_4612DRR                D_A_M009                               
ENCNTR_CMNTY_CASE_4614DRR                D_A_M009                               
ENCNTR_CMNTY_CASE_ID_PGM                 D_A_M009                               
ENCNTR_CMNTY_CASE_RISK_DRV               D_A_M009                               
ENCNTR_CNDTN_CODE_7297DRR                D_A_M011                               
ENCNTR_CNDTN_CODE_HIST                   D_A_M011                               
ENCNTR_CODE_VALUE_3467DRR                D_A_M006                               
ENCNTR_CODE_VALUE_7435DRR                D_A_M002                               
ENCNTR_CODE_VALUE_R                      D_A_M002                               
ENCNTR_CODE_VALUE_R_HIST                 D_A_M006                               
ENCNTR_COMBINE                           D_A_M002                               
ENCNTR_COMBINE1222DRR                    D_A_M002                               
ENCNTR_COMBINE_DET                       D_A_M002                               
ENCNTR_COMBINE_DET0363DRR                D_A_M002                               
ENCNTR_CONDITION_C5061DRR                D_A_M002                               
ENCNTR_CONDITION_CODE                    D_A_M002                               
ENCNTR_CRIMINAL_CH7439DRR                D_A_M002                               
ENCNTR_CRIMINAL_CH7443DRR                D_A_M002                               
ENCNTR_CRIMINAL_CHARGES_R                D_A_M002                               
ENCNTR_CRIMINAL_CHRGS_HIST               D_A_M002                               
ENCNTR_DATA_NOT_CO5600DRR                D_A_M009                               
ENCNTR_DATA_NOT_CO5604DRR                D_A_M009                               
ENCNTR_DATA_NOT_COLL                     D_A_M009                               
ENCNTR_DATA_NOT_COLL_HIST                D_A_M009                               
ENCNTR_DENIAL_APPEAL_RELTN               D_A_M008                               
ENCNTR_DENIAL_APPEB603DRR                D_A_M008                               
ENCNTR_DENIED_DAYS                       D_A_M008                               
ENCNTR_DENIED_DAYSB584DRR                D_A_M008                               
ENCNTR_DOMAIN                            D_A_M002                               
ENCNTR_DOMAIN5952DRR                     D_A_M002                               
ENCNTR_ENCNTR_RELT8882DRR                D_A_M002                               
ENCNTR_ENCNTR_RELTN                      D_A_M002                               
ENCNTR_EVENT_SET_I6748DRR                D_A_M002                               
ENCNTR_EVENT_SET_IO                      D_A_M002                               
ENCNTR_FINANCIAL                         D_A_M002                               
ENCNTR_FINANCIAL0073DRR                  D_A_M002                               
ENCNTR_FINANCIAL_ALIAS                   D_A_M002                               
ENCNTR_FINANCIAL_H3275DRR                D_A_M002                               
ENCNTR_FINANCIAL_HIST                    D_A_M002                               
ENCNTR_FIN_CMB                           D_A_M002                               
ENCNTR_FIN_CMB_DET                       D_A_M002                               
ENCNTR_FLEX_HIST                         D_A_M002                               
ENCNTR_FLEX_HIST7399DRR                  D_A_M002                               
ENCNTR_ID_GTMP                                                                  
ENCNTR_INFO                              D_A_M002                               
ENCNTR_INFO2733DRR                       D_A_M002                               
ENCNTR_INFO_HIST                         D_A_M002                               
ENCNTR_INFO_HIST7720DRR                  D_A_M002                               
ENCNTR_INPTNT_REHA6635DRR                D_A_M011                               
ENCNTR_INPTNT_REHA6636DRR                D_A_M011                               
ENCNTR_INPTNT_REHAB                      D_A_M011                               
ENCNTR_INPTNT_REHAB_HIST                 D_A_M011                               
ENCNTR_LEAVE                             D_A_M002                               
ENCNTR_LEAVE5234DRR                      D_A_M002                               
ENCNTR_LEAVE_HIST                        D_A_M002                               
ENCNTR_LEAVE_HISTO5869DRR                D_A_M002                               
ENCNTR_LEAVE_HISTORY                     D_A_M002                               
ENCNTR_LEGALSTAT_C7444DRR                D_A_M002                               
ENCNTR_LEGALSTAT_CRIM_HIST               D_A_M002                               
ENCNTR_LEGAL_AUTH_4772DRR                D_A_M009                               
ENCNTR_LEGAL_AUTH_4773DRR                D_A_M009                               
ENCNTR_LEGAL_AUTH_RELTN                  D_A_M009                               
ENCNTR_LEGAL_AUTH_R_HIST                 D_A_M009                               
ENCNTR_LEGAL_REVIE7450DRR                D_A_M002                               
ENCNTR_LEGAL_REVIEW_R                    D_A_M002                               
ENCNTR_LEGAL_STATU7438DRR                D_A_M002                               
ENCNTR_LEGAL_STATUS_R                    D_A_M002                               
ENCNTR_LEGAL_STAT_7440DRR                D_A_M002                               
ENCNTR_LEGAL_STAT_7445DRR                D_A_M002                               
ENCNTR_LEGAL_STAT_7451DRR                D_A_M002                               
ENCNTR_LEGAL_STAT_CRIM_R                 D_A_M002                               
ENCNTR_LEGAL_STAT_HIST                   D_A_M002                               
ENCNTR_LEGAL_STAT_REV_HIST               D_A_M002                               
ENCNTR_LOCATION                          D_A_M009                               
ENCNTR_LOCATION4560DRR                   D_A_M009                               
ENCNTR_LOCATION_HI4561DRR                D_A_M009                               
ENCNTR_LOCATION_HIST                     D_A_M009                               
ENCNTR_LOC_HIST                          D_A_M002                               
ENCNTR_LOC_HIST0735DRR                   D_A_M002                               
ENCNTR_LR_RELTN                          D_A_M002                               
ENCNTR_MEDICARE_MG5964DRR                D_A_M009                               
ENCNTR_MEDICARE_MG5966DRR                D_A_M009                               
ENCNTR_MEDICARE_MGMT                     D_A_M009                               
ENCNTR_MEDICARE_MGMT_HIST                D_A_M009                               
ENCNTR_MOTHER_CHIL4265DRR                D_A_M008                               
ENCNTR_MOTHER_CHILD_RELTN                D_A_M008                               
ENCNTR_NEWBORN_CE_4456DRR                D_A_M008                               
ENCNTR_NEWBORN_CE_RELTN                  D_A_M008                               
ENCNTR_OCCURRENCE_3924DRR                D_A_M008                               
ENCNTR_OCCURRENCE_4331DRR                D_A_M002                               
ENCNTR_OCCURRENCE_CODE                   D_A_M002                               
ENCNTR_OCCURRENCE_CODE_HIST              D_A_M008                               
ENCNTR_ORG_RELTN                         D_A_M002                               
ENCNTR_ORG_RELTN0367DRR                  D_A_M002                               
ENCNTR_ORG_SERVICEB612DRR                D_A_M008                               
ENCNTR_ORG_SERVICE_RELTN                 D_A_M008                               
ENCNTR_PENDING                           D_A_M002                               
ENCNTR_PENDING5939DRR                    D_A_M002                               
ENCNTR_PENDING_HIS5940DRR                D_A_M002                               
ENCNTR_PENDING_HIST                      D_A_M002                               
ENCNTR_PERSON_RELT1243DRR                D_A_M002                               
ENCNTR_PERSON_RELT2924DRR                D_A_M006                               
ENCNTR_PERSON_RELTN                      D_A_M002                               
ENCNTR_PERSON_RELTN_HIST                 D_A_M006                               
ENCNTR_PLAN_AUTH_R                       D_A_M002                               
ENCNTR_PLAN_AUTH_R3668DRR                D_A_M002                               
ENCNTR_PLAN_AUTH_R4737DRR                D_A_M010                               
ENCNTR_PLAN_AUTH_R_HIST                  D_A_M010                               
ENCNTR_PLAN_COB                          D_A_M009                               
ENCNTR_PLAN_COB4686DRR                   D_A_M009                               
ENCNTR_PLAN_COB_HI4688DRR                D_A_M009                               
ENCNTR_PLAN_COB_HIST                     D_A_M009                               
ENCNTR_PLAN_COB_RE4687DRR                D_A_M009                               
ENCNTR_PLAN_COB_RELTN                    D_A_M009                               
ENCNTR_PLAN_COB_R_4689DRR                D_A_M009                               
ENCNTR_PLAN_COB_R_HIST                   D_A_M009                               
ENCNTR_PLAN_DATE_P3829DRR                D_A_M008                               
ENCNTR_PLAN_DATE_P6088DRR                D_A_M009                               
ENCNTR_PLAN_DATE_PERIOD                  D_A_M008                               
ENCNTR_PLAN_DATE_PRD_HIST                D_A_M009                               
ENCNTR_PLAN_ELIGIB3603DRR                D_A_M006                               
ENCNTR_PLAN_ELIGIBILITY                  D_A_M006                               
ENCNTR_PLAN_ELIG_B3691DRR                D_A_M006                               
ENCNTR_PLAN_ELIG_B6089DRR                D_A_M009                               
ENCNTR_PLAN_ELIG_BENEFIT                 D_A_M006                               
ENCNTR_PLAN_ELIG_BNFT_HIST               D_A_M009                               
ENCNTR_PLAN_ELIG_H6094DRR                D_A_M009                               
ENCNTR_PLAN_ELIG_HIST                    D_A_M009                               
ENCNTR_PLAN_RELTN                        D_A_M002                               
ENCNTR_PLAN_RELTN0366DRR                 D_A_M002                               
ENCNTR_PLAN_RELTN_B656DRR                D_A_M008                               
ENCNTR_PLAN_RELTN_HIST                   D_A_M008                               
ENCNTR_POSTACUTE_OB608DRR                D_A_M008                               
ENCNTR_POSTACUTE_ORG_RELTN               D_A_M008                               
ENCNTR_PROCEDURE                         D_A_M002                               
ENCNTR_PROCEDURE8101DRR                  D_A_M002                               
ENCNTR_PRSNL_GRP_R3669DRR                D_A_M002                               
ENCNTR_PRSNL_GRP_RELTN                   D_A_M002                               
ENCNTR_PRSNL_RELTN                       D_A_M002                               
ENCNTR_PRSNL_RELTN0368DRR                D_A_M002                               
ENCNTR_PRSNL_RELTN2420DRR                D_A_M002                               
ENCNTR_PRSNL_RELTN8793DRR                D_A_M002                               
ENCNTR_PRSNL_RELTN_HISTORY               D_A_M002                               
ENCNTR_READMIT_ASSB601DRR                D_A_M008                               
ENCNTR_READMIT_ASSESS                    D_A_M008                               
