RequestNumber,RequestName,RequestType,ServiceBinding
600577,dcp_get_core_order_history,RR,CPMScript
600932,dcp_get_correspondence_types,RR,CPMScript
500548,dcp_get_cs_with_ext_opt,RR,CPMScript
4171644,dcp_get_cust_hist_interactions,RR,CPMScript
4171642,dcp_get_cust_int_text,RR,CPMScript
4171640,dcp_get_cust_interactions,RR,CPMScript
600401,dcp_get_cust_nomen_cat,RR,CPMScript
600125,DCP_GET_CUSTOM_COLUMNS,RR,CPMScript
600314,dcp_get_custom_patient_list,RR,CPMScript
500556,DCP_GET_CV_AND_CVG,RR,CPMScript
500555,DCP_GET_CVG,RR,CPMScript
600094,DCP_GET_CVS_SORTED,RR,CpmScript
560350,dcp_get_db_ind,RR,CPMScript
600373,dcp_get_dcp_form,RR,CPMScript
600382,dcp_get_dcp_form_all,RR,CPMScript
600375,dcp_get_dcp_forms_list,RR,CPMScript
600804,dcp_get_dcp_interp,RR,CPMScript
600376,dcp_get_dcp_section_list,RR,CPMScript
500239,dcp_get_decode_info,RR,CPMScript
600532,dcp_get_defaulting_scripts,RR,CPMScript
500214,dcp_get_detail_prefs,RR,CPMScript
600826,dcp_get_details_for_task,RR,CPMScript
600451,dcp_get_device_at_location,RR,CPMScript
600468,dcp_get_dl_docset,RR,CPMScript
600469,dcp_get_dl_dta_info,RR,CPMScript
600472,dcp_get_dl_history,RR,CPMScript
600474,dcp_get_dl_name,RR,CPMScript
600121,dcp_get_doa_ind,RR,CPMScript
601545,dcp_get_drug_categories,RR,CPMScript
601019,DCP_GET_DTA_EVENT_LIST,RR,CPMScript
600351,dcp_get_dta_info,RR,CPMScript
600356,dcp_get_dta_info_all,RR,CPM.scriptcache
600350,dcp_get_dta_list,RR,CPMScript
600828,dcp_get_dta_list_info,RR,CPMScript
600145,dcp_get_dta_version,RR,CPMScript
600146,dcp_get_dta_version_list,RR,CPMScript
600135,DCP_GET_DTAWIZARD_CODESETS,RR,CPMScript
600136,DCP_GET_DTAWIZARD_DTAINFO,RR,CPMScript
600143,DCP_GET_DTAWIZARD_FINDINFO,RR,CPMScript
640010,dcp_get_ega_multiple_gestation,RR,CPMScript
601066,DCP_GET_ELIGIBLE_TRIAL_PLANS,RR,CPMScript
500453,dcp_get_encntr_by_order_id,RR,CPMScript
600809,dcp_get_encntr_event_set_io,RR,CPMScript
600155,dcp_get_encntrid_from_alias,RR,CPMScript
500469,dcp_get_encntrs_by_nurse_loc,RR,CPMScript
640014,dcp_get_encounters,RR,CpmScript
600642,DCP_GET_ENTITY_LIST,RR,CPMScript
500553,dcp_get_entity_reltn,RR,CPMScript
500552,dcp_get_entity_reltn_by_locs,RR,CPMScript
600918,dcp_get_equation_for_dta,RR,CPMScript
600732,dcp_get_es_by_ec,RR,CpmScript
600570,DCP_GET_ES_PATH,RR,CPMScript
600600,DCP_GET_EVENT_CD,RR,CPMScript
600821,dcp_get_event_cd_r,RR,CPMScript
600589,dcp_get_event_cds_by_category,RR,CPMScript
600552,DCP_GET_EVENT_CHILDREN,RR,CPMScript
600707,dcp_get_event_code_by_name,RR,CPMScript
600561,dcp_get_event_codes_in_set,RR,CPMScript
601008,dcp_get_event_dta,RR,CPMScript
600549,DCP_GET_EVENT_HIST,RR,CPMScript
600419,dcp_get_event_order_id,RR,CpmScript
601047,DCP_GET_EVENT_PATHS,RR,CPMScript
600613,dcp_get_event_set_code,RR,CPMScript
600338,dcp_get_event_set_parent,RR,CPMScript
600790,dcp_get_event_sets_by_concept,RR,CpmScript
601550,dcp_get_event_task_sum_data,RR,CPMScript
601551,dcp_get_expectations,RR,CPMScript
600925,dcp_get_expire_rules,RR,CPMScript
600100,dcp_get_expired_proxy,RR,CPMScript
600927,dcp_get_facility_by_org,RR,CPMScript
600714,dcp_get_facility_by_org_id,RR,CPMScript
600428,dcp_get_favorites,RR,CPMScript
500665,dcp_get_filtered_cs,RR,CPMScript
600923,dcp_get_filtered_org,RR,CPMScript
640003,dcp_get_final_ega,RR,CPMScript
600354,dcp_get_form_activity,RR,CPMScript
600526,dcp_get_form_assoc,RR,CPMScript
600385,dcp_get_form_tasks,RR,CPMScript
600421,dcp_get_forms_activity_hist,RR,CPMScript
600276,dcp_get_forms_activity_ids,RR,CPMScript
500386,dcp_get_forms_browselist,RR,CPMScript
500243,dcp_get_fs_charting,RR,CPMScript
600651,DCP_GET_GC_PRINT_INFO,RR,CPMScript
500407,dcp_get_generic_priorities,RR,CPMScript
600424,dcp_get_graph,RR,CPMScript
600426,dcp_get_graph_history,RR,CPMScript
600423,dcp_get_graphs_by_type,RR,CPMScript
600168,dcp_get_gravida_info,RR,CPMScript
500157,dcp_get_groups_by_type,RR,CPMScript
600453,dcp_get_inet_virtual_privacy,RR,CPMScript
600325,dcp_get_infownd,RR,CPMScript
600070,dcp_get_ino_ivorders,RR,CPMScript
600422,dcp_get_ino_orders,RR,CPMScript
600560,DCP_GET_INO_TIME_SCALE_LIST,RR,CPMScript
600805,dcp_get_interp_result,RR,CPMScript
600800,dcp_get_interps_for_dta,RR,CPMScript
600462,dcp_get_io_total_definitions,RR,CPMScript
600464,dcp_get_io_total_start_time,RR,CPMScript
600656,dcp_get_lab_loc_address,RR,CPMScript
660017,dcp_get_label_info,RR,CpmScript
600776,DCP_GET_LABELS_BY_DOCSETREFS,RR,CPMScript
600933,dcp_get_letter_types,RR,CPMScript
600593,dcp_get_loc_parent_hierarchy,RR,CPMScript
600856,dcp_get_location_workload,RR,CPMScript
600572,DCP_GET_LOG_ENTRY,RR,CPMScript
600218,dcp_get_logical_domain_usr,RR,CPMScript
601046,dcp_get_long_blob,RR,CPMScript
600064,dcp_get_mar,RR,CPMScript
601562,dcp_get_mar_orders,RR,CPMScript
601563,dcp_get_mar_tasks,RR,CPMScript
600344,dcp_get_med_services_pat_list,RR,CPMScript
600460,dcp_get_medication_discretes,RR,CPMScript
560354,dcp_get_name_full_form,RR,CPMScript
500272,dcp_get_name_value,RR,CPMScript
600882,DCP_GET_NC_REF_TASK,RR,CPMScript
560351,dcp_get_new_result_reltn,RR,CPMScript
600470,dcp_get_next_avail_seq,RR,CPMScript
600400,dcp_get_nomen_categories,RR,CPMScript
600780,dcp_get_nomen_info_by_id,RR,CPMScript
600408,dcp_get_nomenId_by_SrcIden,RR,CPMScript
600655,dcp_get_note_by_role_list,RR,CPMScript
600524,dcp_get_note_role,RR,CPMScript
600504,dcp_get_note_template,RR,CPMScript
600509,dcp_get_note_template_keyword,RR,CPMScript
600500,dcp_get_note_type,RR,CPMScript
600541,dcp_get_oc_def_result,RR,CPMScript
600595,DCP_GET_ORC_FROM_BARCODE,RR,CPMScript
600584,DCP_GET_ORC_FROM_NDC,RR,CPMScript
600585,dcp_get_ord_chart_info,RR,CPMScript
600590,dcp_get_ord_chart_info2,RR,CPMScript
601576,dcp_get_ord_chart_info3,RR,CPMScript
600578,dcp_get_ord_dtls_for_charting,RR,CPMScript
600587,dcp_get_ord_dtls_from_disp_hx,RR,CPMScript
500332,DCP_GET_ORD_FLOW_INFO,RR,CPMScript
600445,dcp_get_ord_info_not_given,RR,CPMScript
600588,dcp_get_ord_ings_from_disp_hx,RR,CPMScript
500500,dcp_get_ord_sel,RR,CPMScript
601097,dcp_get_ord_sent_detail,RR,CPMScript
500331,DCP_GET_ORD_TO_SIGN,RR,CPMScript
500562,DCP_GET_ORDER_ACTION,RR,CPMScript
600574,dcp_get_order_info_by_task,RR,CPMScript
600559,dcp_get_order_review_actions,RR,CPMScript
601070,DCP_GET_ORDER_SENT_FREQ,RR,CPMScript
600063,dcp_get_order_task_dta,RR,CPMScript
601552,dcp_get_order_task_status,RR,CPMScript
560315,dcp_get_ordering_prsnl,RR,CPMScript
600810,dcp_get_orders_by_id,RR,CPMScript
640016,dcp_get_orders_future_ind,RR,CpmScript
600073,dcp_get_ordlist_dta,RR,CPMScript
601108,dcp_get_ordtask_for_ord,RR,CPMScript
500544,dcp_get_org_barcode_org,RR,CPMScript
500550,dcp_get_org_by_loc_cd,RR,CPMScript
600098,dcp_get_org_security,RR,CPMScript
500545,dcp_get_organization,RR,CPMScript
4170214,dcp_get_orphan_except_id,RR,CPMScript
601029,DCP_GET_OUTCOME_ACT_DETAIL,RR,CPMScript
601028,DCP_GET_OUTCOME_ACTION,RR,CPMScript
601111,dcp_get_outcome_activity,RR,CPMScript
601043,dcp_get_outcome_activity_by_id,RR,CPMScript
601020,DCP_GET_OUTCOME_CAT_ALL,RR,CPMScript
601021,DCP_GET_OUTCOME_CAT_DETAIL,RR,CPMScript
601039,DCP_GET_OUTCOME_DTA_CAT_ALL,RR,CPMScript
601005,dcp_get_outcome_tasks,RR,CPMScript
600639,DCP_GET_PARAMETER_VALUES,RR,CPMScript
600368,dcp_get_parent_event_id,RR,CPMScript
600681,dcp_get_parent_locations,RR,CPMScript
500280,dcp_get_pat,RR,CPMScript
600390,dcp_get_pat_allergies,RR,CPMScript
600860,dcp_get_pat_asgmt_hist,RR,CPMScript
600633,dcp_get_pat_demog,RR,CPMScript
600583,DCP_GET_PAT_FROM_ALIAS,RR,CPMScript
600370,dcp_get_pat_life_reltn,RR,CPMScript
600144,dcp_get_pat_list_definition,RR,CPMScript
600369,dcp_get_pat_reltn,RR,CPMScript
600649,dcp_get_pat_reltn_by_type,RR,CPMScript
600363,dcp_get_pat_visit_reltn,RR,CPMScript
601100,DCP_GET_PATHWAY,RR,CPMScript
600124,dcp_get_patient_list,RR,CPMScript
600123,dcp_get_patient_list2,RR,CPMScript
601554,dcp_get_patients_demog,RR,CPMScript
600366,dcp_get_patients_in_unit,RR,CPMScript
600452,dcp_get_person_at_location,RR,CPMScript
600436,dcp_get_person_working_view,RR,CPMScript
600153,dcp_get_personid_from_alias,RR,CPMScript
600158,dcp_get_phx,RR,CpmScript
600704,dcp_get_phys_detail,RR,CPMScript
600598,DCP_GET_PHYSDOC_META_DATA,RR,CPMScript
500558,dcp_get_pip,RR,CPMScript
500533,dcp_get_pip_cdf_meaning,RR,CPMScript
600565,DCP_GET_PIP_CE,RR,CPMScript
600513,dcp_get_pip_def,RR,CPMScript
600533,dcp_get_pip_demog,RR,CPMScript
600599,dcp_get_pip_ind,RR,CPMScript
600567,DCP_GET_PIP_ORDERS,RR,CPMScript
600569,DCP_GET_PIP_ORDERS_FLT,RR,CPMScript
600545,dcp_get_pip_pat_reltn,RR,CPMScript
600555,dcp_get_pip_pathway,RR,CPMScript
600648,dcp_get_pip_prsnl_reltn,RR,CPMScript
600113,dcp_get_pl_location,RR,CPMScript
600734,dcp_get_pl_new_res,RR,CPMScript
600733,dcp_get_pl_pat_demog,RR,CPMScript
601018,DCP_GET_PLAN_ACTION,RR,CPMScript
601016,DCP_GET_PLAN_ACTIVITY,RR,CPMScript
601036,DCP_GET_PLAN_BY_SUBPHASE,RR,CPMScript
601035,DCP_GET_PLAN_BY_SYNONYM,RR,CPMScript
601010,DCP_GET_PLAN_CAT_ALL,RR,CPMScript
601033,DCP_GET_PLAN_CAT_ALL_FLEX,RR,CPMScript
601013,DCP_GET_PLAN_CAT_DETAIL,RR,CPMScript
601079,DCP_GET_PLAN_CAT_INFO,RR,CPMScript
601071,dcp_get_plan_cat_intest_flex,RR,CPMScript
601072,dcp_get_plan_cat_phases,RR,CPMScript
601059,dcp_get_plan_cat_versions,RR,CPMScript
601209,dcp_get_plan_cycle_evidence,RR,CPMScript
601037,DCP_GET_PLAN_CYCLES,RR,CPMScript
601038,DCP_GET_PLAN_ORD_HISTORY,RR,CPMScript
600178,dcp_get_planinfo_byorder,RR,CPMScript
601042,dcp_get_plans_by_encntr_id,RR,CPMScript
600544,dcp_get_ppr_log,RR,CPMScript
600928,dcp_get_ppr_pos_for_prsnls,RR,CPMScript
600458,dcp_get_pred_graph_ivorders,RR,CPMScript
500225,dcp_get_predefined_names,RR,CPMScript
500217,dcp_get_predefined_prefs,RR,CPMScript
640002,dcp_get_pregnancy_edd,RR,CPMScript
640009,dcp_get_pregnancy_problemId,RR,CPMScript
600161,dcp_get_pregnancy_versions,RR,CPMScript
600890,dcp_get_primary_task,RR,CPMScript
600556,DCP_GET_PRINTER_BANNER,RR,CPMScript
500151,dcp_get_priv_activities,RR,CPMScript
500008,dcp_get_priv_forms,RR,CPMScript
600010,dcp_get_priv_forms_gen,RR,CPMScript
500150,DCP_GET_PRIVILEGES,RR,CPMScript
500286,dcp_get_privs,RR,CPMScript
500288,dcp_get_privs_by_loc,RR,CPMScript
600929,dcp_get_privs_by_privstring,RR,CPMScript
601034,DCP_GET_PROBLEM_DX_PLANS,RR,CPMScript
600114,dcp_get_proc_list,RR,CPMScript
600596,dcp_get_provider_address_phone,RR,CPMScript
600341,dcp_get_proxy,RR,CPMScript
500209,DCP_GET_PRSNL,RR,CPMScript
600576,dcp_get_prsnl_asgmt_hist,RR,CPMScript
600364,dcp_get_prsnl_loc_r,RR,CPMScript
560353,dcp_get_prsnl_notify,RR,CPMScript
601031,DCP_GET_PRSNL_PLAN_BY_PRSNL,RR,CPMScript
600858,dcp_get_prsnlgrp_by_type,RR,CPMScript
600517,dcp_get_pts_for_loc,RR,CPMScript
500296,dcp_GET_purge_criteria,RR,CPMScript
500297,dcp_get_purge_names,RR,CPMScript
601115,dcp_get_pw_action,RR,CPMScript
601000,DCP_GET_PW_CAT_ALL,RR,CPMScript
601001,DCP_GET_PW_CAT_DETAIL,RR,CPMScript
601109,dcp_get_pw_comp_for_order,RR,CPMScript
601012,dcp_get_pw_comp_id,RR,CPMScript
601101,DCP_GET_PW_DETAIL,RR,CPMScript
601006,dcp_get_pw_dta_resp,RR,CPMScript
601057,DCP_GET_PW_MAINT_CRITERIA,RR,CPMScript
601007,dcp_get_pw_mod_name,RR,CPMScript
601104,dcp_get_pw_order_dta,RR,CPMScript
601076,dcp_get_pw_processing_status,RR,CPMScript
601103,DCP_GET_PW_SUPERGROUP_CHILDREN,RR,CPMScript
600880,dcp_get_pwrfrms_cki_lookup,RR,CPMScript
967693,dcp_get_query_orgs,RR,CPMScript
600637,DCP_GET_QUERY_PARAMETERS,RR,CPMScript
600647,dcp_get_query_temp_access_info,RR,CPMScript
600645,DCP_GET_QUERY_TEMPLATES,RR,CPMScript
600535,dcp_get_ref_task_def,RR,CPMScript
500670,dcp_get_ref_text_by_facility,RR,CPMScript
500664,dcp_get_ref_text_by_version,RR,CPMScript
600112,dcp_get_ref_text_exists,RR,CPMScript
600478,dcp_get_ref_text_exists_batch,RR,CPMScript
500369,dcp_get_ref_text_mask,RR,CPMScript
600827,dcp_get_reftasks_for_results,RR,CPMScript
601207,dcp_get_regimen_attributes,RR,CPMScript
601205,dcp_get_regimen_catalog_detail,RR,CPMScript
601213,dcp_get_regimen_documentation,RR,CPMScript
600909,dcp_get_relate_cds_by_target,RR,CpmScript
600592,dcp_get_result_chg_info,RR,CPMScript
601040,dcp_get_result_variances,RR,CPMScript
600520,dcp_get_role_note,RR,CPMScript
600160,DCP_GET_ROOT_EVENT,RR,CPMScript
600537,dcp_get_rr_def_result,RR,CPMScript
600374,dcp_get_section_input,RR,CPMScript
600471,dcp_get_section_input_runtime,RR,CPM.scriptcache
560308,dcp_get_security_settings,RR,CPMScript
600128,DCP_GET_SORT_DIALOG,RR,CPMScript
600402,dcp_get_stand_nomen_cat,RR,CPMScript
500184,dcp_get_sticky_note,RR,CPMScript
500206,dcp_get_sticky_note_ind,RR,CPMScript
600857,dcp_get_sticky_notes,RR,CPMScript
600134,DCP_GET_SURGERY,RR,CPMScript
6000011,dcp_get_surgery_gen,RR,CPMScript
600601,DCP_GET_SUSC_HIST,RR,CPMScript
600606,DCP_GET_SUSC_HIST_FROM_LIST,RR,CPMScript
601547,dcp_get_syn_witness_req_data,RR,CPMScript
600439,dcp_get_synonym_mnemonic,RR,CPMScript
500412,dcp_get_table_info,RR,CPMScript
660002,dcp_get_task_assign,RR,CPMScript
600849,dcp_get_task_by_location,RR,CPMScript
600824,dcp_get_task_discrete_r,RR,CPMScript
600383,dcp_get_task_form,RR,CPMScript
600398,dcp_get_task_form_reltn,RR,CPMScript
660001,dcp_get_task_hist,RR,CPMScript
660000,dcp_get_task_info,RR,CPMScript
560316,dcp_get_task_orderdetail,RR,CpmScript
600779,dcp_get_task_response,RR,CPMScript
600777,dcp_get_task_response_link,RR,CPMScript
601107,dcp_get_tasks_for_ord_catalog,RR,CPMScript
601024,DCP_GET_TASKS_WITH_FORM,RR,CPMScript
600534,dcp_get_tasksel_list,RR,CPMScript
600510,dcp_get_temp_keywds,RR,CPMScript
600410,dcp_get_temp_loc,RR,CPMScript
600597,dcp_get_template_by_criteria,RR,CPM.Scriptcache
600518,dcp_get_template_by_reltn,RR,CPMScript
601120,dcp_get_template_cki,RR,CPMScript
600467,dcp_get_template_ids,RR,CPMScript
600007,DCP_GET_TIMESCALE,RR,CPMScript
600013,DCP_GET_TIMESCALE_LIST,RR,CPMScript
600617,DCP_GET_TIMESCALES_INFO,RR,CPMScript
600619,DCP_GET_TIMESCALES_NAMES,RR,CPMScript
600901,dcp_get_trans_cat_reltn,RR,CpmScript
600903,dcp_get_trans_relate_event_cds,RR,CpmScript
601069,dcp_get_trial_by_plan_id,RR,CPMScript
601063,DCP_GET_TRIAL_PLAN_RELTN,RR,CPMScript
601067,dcp_get_trial_plan_validation,RR,CPMScript
601553,dcp_get_urp,RR,CPMScript
600566,DCP_GET_USER_APPCONTEXT,RR,CPMScript
500357,DCP_GET_USRS_PPR_FOR_PRSNL_GRP,RR,CPMScript
600358,dcp_get_valid_encntrs,RR,CPMScript
600415,dcp_get_valid_encounters,RR,CPMScript
600712,dcp_get_value_for_cki,RR,CPMScript
601106,dcp_get_variance_chart_tasks,RR,CPMScript
500208,dcp_get_view_comp,RR,CPMScript
500211,dcp_get_view_comp_from_list,RR,CPMScript
601032,DCP_GET_VIRTUAL_VIEW,RR,CPMScript
600480,dcp_get_witness_required_dtas,RR,CPM.scriptcache
600431,dcp_get_working_view,RR,CPMScript
600443,dcp_get_working_view_orders,RR,CPMScript
600448,dcp_get_wv_dtas,RR,CPM.scriptcache
600475,dcp_get_wv_event_cds,RR,CPMScript
600433,dcp_get_wv_freq_intervals,RR,CPMScript
600449,dcp_get_wv_order_definition,RR,CPMScript
600447,dcp_get_wv_order_info,RR,CPMScript
600440,dcp_get_wv_patient_weight,RR,CPMScript
600432,dcp_get_wv_versions,RR,CPMScript
600349,dcp_gss_driver,RR,CPMScript
600413,DCP_ICU_ADD_REQUIRED_FIELDS,RR,CPMScript
600414,dcp_icu_del_required_fields,RR,CPMScript
600346,dcp_icu_get_equation_info,RR,CPMScript
600411,dcp_icu_get_required_dtas,RR,CPMScript
600412,dcp_icu_get_spec_event_set,RR,CPMScript
600751,DCP_INACT_NOMEN_ENTITY_RELTN,RR,CPMScript
600391,dcp_inactivate_form,RR,CPMScript
600355,dcp_inactivate_form_activity,RR,CPMScript
600380,dcp_inactivate_section,RR,CPMScript
640004,dcp_load_active_pregnancy,RR,CPMScript
600332,dcp_load_code_set,RR,CPMScript
600333,dcp_load_code_sets,RR,CPMScript
600003,dcp_load_privs,RR,CPMScript
601671,dcp_log_access_info,RR,CPMScript
601204,dcp_maintain_regimen_catalog,RR,CPMScript
500372,dcp_maintar,RR,CPMScript
500358,DCP_MENORAH_EXCEL,RR,CPMScript
600591,dcp_migrate_shift_asgmts,RR,CPMScriptBatch
3091100,DCP_ModTask,Event,RR
600641,DCP_MONITOR_QUERY_LIST,RR,CPMScript
600405,dcp_nomen_get_pickitems,RR,CPMScript
600931,dcp_ops_ceprsnl_expire_drv,RR,CPMScript
516561,dcp_ops_inp_dc_dords,RR,CPMScriptBatch
516562,dcp_ops_outp_dc_dords,RR,CPMScriptBatch
600629,dcp_pl_del_removed_rows,RR,CpmScript
600630,dcp_pl_insert_removed_rows,RR,CpmScript
600357,dcp_plm_driver,RR,CPMScript
600220,dcp_precache_framework,RR,CPMScriptASYNC
600722,dcp_prediction_algorithm,RR,CPMScript
640005,dcp_pregnancy_chk_labor,RR,CPMScript
640103,dcp_pregnancy_maint_labor,RR,CPMScript
500366,DCP_PROMPT_OEF,RR,CPMScript
600348,dcp_prt_driver,RR,CPMScript
600389,dcp_prt_forms_activity,RDM,CPMScriptAsync
601025,dcp_prt_forms_activity_sync,RR,CPMScript
600582,dcp_purge_activity_log,RR,CPMScriptBatch
600388,dcp_purge_forms,RR,CPMScript
600377,dcp_purge_sections,RR,CPMScript
600581,dcp_purge_shift_asgmts,RR,CPMScriptBatch
601112,dcp_pw_get_outcome_for_event,RR,CPMScript
601009,dcp_pw_ref_report,RDM,CPMScriptAsync
601114,dcp_pw_report_driver,RR,CPMScriptBatch
601210,dcp_query_regimen,RR,CPMScript
560306,dcp_query_tasks,RR,CpmScriptDcpTask
4173011,dcp_recalc_apache_predictions,RR,CPMScript
601061,dcp_release_plan_catalog,RR,CPMScript
501000,DCP_RENAME_PLAN_FAVORITE,RR,CPMScript
601078,dcp_reset_pw_processing_status,RR,CPMScript
640104,dcp_restore_pregnancy,RR,CPMScript
600347,dcp_rpt_driver,RR,CPMScriptBatch
969604,dcp_rpt_driver_nobatch,RR,CPMScript
600352,dcp_rpt_driver_ops,RR,CPMScriptBatch
600924,dcp_rpt_expired_ceprsnl,RR,CPMScript
600204,dcp_rpt_missingmed,RR,CPMScript
1349760,dcp_rpt_print_emar,RR,CPMScript
600202,dcp_rpt_pvtasklist,RR,CPMScript
601520,dcp_s601520,RDM,DCPWriteOutcome
601530,dcp_s601530,RR,DCPQueryOutcome
601531,dcp_s601531,RR,DCPQueryOutcome
601532,dcp_s601532,RR,DCPQueryOutcome
601208,dcp_save_regimen,RR,CPMScript
601212,dcp_save_regimen_documentation,RR,CPMScript
600823,dcp_search_ordtask,RR,CPMScript
601073,dcp_search_plan_cat_all,RR,CPMScript
601062,DCP_SEARCH_POWER_TRIALS,RR,CPMScript
601074,dcp_search_regimen_cat_all_flx,RR,CPMScript
601075,dcp_search_regimen_catalog,RR,CPMScript
500559,DCP_SRV_GET_ORD_LOC,RR,CPMScript
500452,dcp_srv_sort_request_by_encntr,RR,CPMScript
500416,dcp_srv_write_error_log,RR,CPMScript
601211,dcp_stop_regimen,RR,CPMScript
600536,dcp_task_discrete_r,RDM,CPMScriptAsync
600393,dcp_upd_allergies,RR,CPMScript
600397,dcp_upd_alpha_responses,RR,CPMScript
600361,dcp_upd_announcement,RR,CPMScript
600719,dcp_upd_apache_adm_disch,RR,CPMScript
600710,dcp_upd_apache_ref,RR,CPMScript
600736,dcp_upd_apache_reltd_locs,RR,CPMScript
500542,dcp_upd_barcode_format,RR,CPMScript
600852,dcp_upd_careteam_prsnls,RR,CPMScript
600406,dcp_upd_cust_nomen_category,RR,CPMScript
600627,dcp_upd_custom_pl,RR,CPMScript
600381,dcp_upd_dcp_form,RR,CPMScript
600803,dcp_upd_dcp_interp,RR,CPMScript
600378,dcp_upd_dcp_sect,RR,CPMScript
500196,dcp_upd_detail_prefs,RR,CPMScript
600456,dcp_upd_device_at_location,RR,CPMSCRIPT
600466,dcp_upd_dm_info_io_totals,RR,CPMScript
660019,dcp_upd_dynamic_label,RR,CpmScript
600820,dcp_upd_event_cd_r,RR,CPMScript
600416,dcp_upd_form_activity_comp,RR,CPMScript
600353,dcp_upd_forms_activity,RR,CPMScript
600682,dcp_upd_group,RR,CPMScript
600454,dcp_upd_inet_virtual_privacy,RR,CPMScript
600463,dcp_upd_io_total_definition,RR,CPMScript
600908,dcp_upd_lock_forms_activity,RR,CPMScript
500254,dcp_upd_long_text,RR,CPMScript
500186,dcp_upd_name_value,RR,CPMScript
600403,dcp_upd_nomen_categories,RR,CPMScript
601119,dcp_upd_omf_outcomes,RDM,CPMScriptAsync
601116,dcp_upd_omf_pathway,RDM,CPMScriptAsync
601118,dcp_upd_omf_plans,RDM,CPMScriptAsync
500547,dcp_upd_org_barcode_org,RR,CPMScript
601023,DCP_UPD_OUTCOME_CATALOG,RR,CPMScript
600640,DCP_UPD_PARAMETER_TEXT,RR,CPMScript
600625,dcp_upd_patient_list,RR,CPMScript
600437,dcp_upd_person_working_view,RR,CPMScript
600626,dcp_upd_pl_favorites,RR,CPMScript
600628,dcp_upd_pl_priority,RR,CPMScript
601041,dcp_upd_plan_action,RR,CPMScript
601060,dcp_upd_plan_cat_active,RR,CPMScript
601015,DCP_UPD_PLAN_CATALOG,RR,CPMScript
601030,DCP_UPD_PLAN_VARIANCE,RR,CPMScript
600115,dcp_upd_ppa,RR,CPMScript
500228,dcp_upd_predefined_prefs,RR,CPMScript
500155,dcp_upd_privilege,RR,CPMScript
600117,dcp_upd_proc,RR,CPMScript
600342,dcp_upd_proxy,RR,CPMScript
500294,dcp_upd_purge_criteria,RR,CPMScript
601003,dcp_upd_pw_catalog,RR,CPMScript
601113,dcp_upd_pw_processing,RR,CPMScript
601077,dcp_upd_pw_processing_status,RR,CPMScript
601105,dcp_upd_pw_variance,RR,CPMScript
600635,DCP_UPD_QUERY_TEMPLATE_ACCESS,RR,CPMScript
600638,DCP_UPD_QUERY_VALUES,RR,CPMScript
500663,dcp_upd_ref_text,RR,CPMScript
600711,dcp_upd_risk_adjustment,RR,CPMScript
600854,dcp_upd_shift_assign,RR,CPMScript
600752,DCP_UPD_SRV_NOMEN_ENTITY,RR,CPMScript
500220,dcp_upd_sticky_note,RR,CPMScript
601548,dcp_upd_syn_witness_req_data,RR,CPMScript
600865,dcp_upd_task_discrete_r,RR,CPMScript
600778,dcp_upd_task_response_link,RR,CPMScript
600409,dcp_upd_temp_loc,RR,CPMScript
600900,dcp_upd_trans_cat_reltn,RR,CpmScript
601065,DCP_UPD_TRIAL_PLAN_RELTN,RR,CPMScript
600435,dcp_upd_working_view,RR,CPMScript
600434,dcp_upd_wv_freq_intervals,RR,CPMScript
600465,dcp_update_io_total_start_time,RR,CPMScript
600727,dcp_updt_code_value_group,RR,CPMScript
600822,dcp_updt_syn_views_at_oc_level,RR,CPMScript
600418,DCP_UPT_PPR_END_EFF_DT_TM,RR,CPMScript
601027,DCP_VERSION_PLAN_CATALOG,RR,CPMScript
600181,dcp_write_form_xml_blob,RR,CPMScript
4004,dcr_get_device_for_entity,RR,CPMScript
1051,dcr_get_org_for_cdf,RR,CPMScript
1052,dcr_get_output_dest,RR,CPMScript
4005,dcr_get_prsnl_by_name,RR,CPMScript
4003,dcr_get_xref_by_type,RR,CPMScript
969518,dd_fax_pref_lookup,RR,CPMScript
659508,DeactivateAllServiceLevelAgreements,RPC,Scheduling
477743,DeclareOwnership,RPC,MediaObjectManagement
510950,DeferredRequisition,RPC,CPOEQuery
113033,DeferReferral,RPC,Referral
500722,del_ocs_formulary_status,RR,CpmScript
3205002,delete_ext_doc_template_config,RR,CPMScript
967646,delete_favorites,RR,CPMScript
967532,delete_msg_favorites,RPC,messaging
967531,delete_msg_favorites_by_id,RPC,messaging
967563,delete_proxies,RPC,messaging
477741,DeleteAssociation,RPC,MediaObjectManagement
969402,DeleteAutoSave,RPC,AutoSave
4180027,DeleteAvoidableDayPeriod,RPC,CareManagement
4099360,DeleteBillingEntityGroup,RPC,Financials
4180354,DeleteCareManagementNote,RPC,CareManagement
4180008,DeleteClinicalReview,RPC,CareManagement
4099472,DeleteContFlowModelGroup,RPC,Financials
4180304,DeleteDocumentReview,RPC,CareManagement
4180075,DeleteInterQualAccount,RPC,CareManagement
477729,DeleteMediaGroup,RPC,MediaObjectManagement
477728,DeleteMediaObject,RPC,MediaObjectManagement
113329,DeleteMsgRoutingRules,RPC,PracticeSite
4411603,DeleteOrganizationHPD,RPC,HPDService
4099460,DeleteOutOfOfficeEvent,RPC,Financials
4099425,DeletePackageComponentSets,RPC,Financials
4099405,DeletePackageCriteria,RPC,Financials
4099421,DeletePackageDiscounts,RPC,Financials
